order_id,product_id,product_name,category,price,date,total,month
10585,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-21,1190,2023-01
10585,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-21,1190,2023-01
10585,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-21,1190,2023-01
10585,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-21,1190,2023-01
10586,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-21,610,2023-01
10586,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-21,610,2023-01
10586,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-21,610,2023-01
10587,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-21,780,2023-01
10587,83,Pork Buns,Buns,90,2023-01-21,780,2023-01
10587,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-21,780,2023-01
10587,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-21,780,2023-01
10588,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-21,320,2023-01
10588,84,Vegetarian Mushroom Buns,Buns,100,2023-01-21,320,2023-01
10589,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-21,940,2023-01
10589,30,Shrimp Fried Rice,Fried Rice,240,2023-01-21,940,2023-01
10589,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-21,940,2023-01
10589,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-21,940,2023-01
10589,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-21,940,2023-01
10590,84,Vegetarian Mushroom Buns,Buns,100,2023-01-21,370,2023-01
10590,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-21,370,2023-01
10591,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-22,810,2023-01
10591,30,Shrimp Fried Rice,Fried Rice,240,2023-01-22,810,2023-01
10591,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-22,810,2023-01
10591,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,810,2023-01
10592,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-22,1010,2023-01
10592,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-22,1010,2023-01
10592,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-22,1010,2023-01
10592,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-22,1010,2023-01
10592,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,1010,2023-01
10593,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-22,890,2023-01
10593,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-22,890,2023-01
10593,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-22,890,2023-01
10593,30,Shrimp Fried Rice,Fried Rice,240,2023-01-22,890,2023-01
10593,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-22,890,2023-01
10594,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,470,2023-01
10594,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,470,2023-01
10595,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,650,2023-01
10595,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-22,650,2023-01
10595,83,Pork Buns,Buns,90,2023-01-22,650,2023-01
10596,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,750,2023-01
10596,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,750,2023-01
10596,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-22,750,2023-01
10597,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,530,2023-01
10597,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-22,530,2023-01
10598,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,490,2023-01
10598,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-22,490,2023-01
10598,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,490,2023-01
10599,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-22,730,2023-01
10599,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,730,2023-01
10599,83,Pork Buns,Buns,90,2023-01-22,730,2023-01
10599,84,Vegetarian Mushroom Buns,Buns,100,2023-01-22,730,2023-01
10599,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,730,2023-01
10600,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-22,450,2023-01
10600,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,450,2023-01
10600,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,450,2023-01
10601,83,Pork Buns,Buns,90,2023-01-22,530,2023-01
10601,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-22,530,2023-01
10601,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-22,530,2023-01
10601,83,Pork Buns,Buns,90,2023-01-22,530,2023-01
10602,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,740,2023-01
10602,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,740,2023-01
10602,83,Pork Buns,Buns,90,2023-01-22,740,2023-01
10602,83,Pork Buns,Buns,90,2023-01-22,740,2023-01
10602,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-22,740,2023-01
10603,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,970,2023-01
10603,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,970,2023-01
10603,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,970,2023-01
10603,30,Shrimp Fried Rice,Fried Rice,240,2023-01-22,970,2023-01
10604,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-22,460,2023-01
10604,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,460,2023-01
10605,84,Vegetarian Mushroom Buns,Buns,100,2023-01-22,680,2023-01
10605,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,680,2023-01
10605,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-22,680,2023-01
10605,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-22,680,2023-01
10606,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-22,720,2023-01
10606,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,720,2023-01
10606,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-22,720,2023-01
10606,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-22,720,2023-01
10606,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,720,2023-01
10607,84,Vegetarian Mushroom Buns,Buns,100,2023-01-22,700,2023-01
10607,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,700,2023-01
10607,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-22,700,2023-01
10607,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-22,700,2023-01
10608,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,740,2023-01
10608,84,Vegetarian Mushroom Buns,Buns,100,2023-01-22,740,2023-01
10608,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,740,2023-01
10608,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,740,2023-01
10609,84,Vegetarian Mushroom Buns,Buns,100,2023-01-22,690,2023-01
10609,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,690,2023-01
10609,83,Pork Buns,Buns,90,2023-01-22,690,2023-01
10609,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,690,2023-01
10610,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,420,2023-01
10610,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-22,420,2023-01
10610,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-22,420,2023-01
10611,84,Vegetarian Mushroom Buns,Buns,100,2023-01-22,320,2023-01
10611,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,320,2023-01
10612,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,440,2023-01
10612,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,440,2023-01
10613,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-22,860,2023-01
10613,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,860,2023-01
10613,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-22,860,2023-01
10613,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-22,860,2023-01
10613,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-22,860,2023-01
10614,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-22,660,2023-01
10614,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-22,660,2023-01
10614,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-22,660,2023-01
10615,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-22,540,2023-01
10615,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-22,540,2023-01
10615,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-22,540,2023-01
10616,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,480,2023-01
10616,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-22,480,2023-01
10617,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,630,2023-01
10617,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-22,630,2023-01
10617,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-22,630,2023-01
10618,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-22,1020,2023-01
10618,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-22,1020,2023-01
10618,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-22,1020,2023-01
10618,83,Pork Buns,Buns,90,2023-01-22,1020,2023-01
10619,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,910,2023-01
10619,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,910,2023-01
10619,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-23,910,2023-01
10619,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-23,910,2023-01
10620,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-23,1060,2023-01
10620,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-23,1060,2023-01
10620,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,1060,2023-01
10620,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,1060,2023-01
10620,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,1060,2023-01
10621,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,270,2023-01
10621,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,270,2023-01
10621,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-23,270,2023-01
10622,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-23,980,2023-01
10622,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,980,2023-01
10622,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-23,980,2023-01
10622,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,980,2023-01
10623,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-23,950,2023-01
10623,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-23,950,2023-01
10623,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,950,2023-01
10623,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,950,2023-01
10624,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-23,470,2023-01
10624,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-23,470,2023-01
10625,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-23,1190,2023-01
10625,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-23,1190,2023-01
10625,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-23,1190,2023-01
10625,30,Shrimp Fried Rice,Fried Rice,240,2023-01-23,1190,2023-01
10625,30,Shrimp Fried Rice,Fried Rice,240,2023-01-23,1190,2023-01
10626,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,170,2023-01
10626,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-23,170,2023-01
10627,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,790,2023-01
10627,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-23,790,2023-01
10627,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,790,2023-01
10628,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,1130,2023-01
10628,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-23,1130,2023-01
10628,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-23,1130,2023-01
10628,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,1130,2023-01
10628,30,Shrimp Fried Rice,Fried Rice,240,2023-01-23,1130,2023-01
10629,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,510,2023-01
10629,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-23,510,2023-01
10629,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-23,510,2023-01
10630,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-23,950,2023-01
10630,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-23,950,2023-01
10630,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,950,2023-01
10630,83,Pork Buns,Buns,90,2023-01-23,950,2023-01
10631,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-23,940,2023-01
10631,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-23,940,2023-01
10631,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-23,940,2023-01
10631,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,940,2023-01
10632,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-23,160,2023-01
10632,83,Pork Buns,Buns,90,2023-01-23,160,2023-01
10633,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,1020,2023-01
10633,30,Shrimp Fried Rice,Fried Rice,240,2023-01-23,1020,2023-01
10633,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-23,1020,2023-01
10633,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-23,1020,2023-01
10633,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-23,1020,2023-01
10634,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-23,680,2023-01
10634,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-23,680,2023-01
10634,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,680,2023-01
10634,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-23,680,2023-01
10634,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,680,2023-01
10635,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,460,2023-01
10635,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-23,460,2023-01
10635,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-23,460,2023-01
10636,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-23,490,2023-01
10636,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,490,2023-01
10636,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,490,2023-01
10637,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-23,940,2023-01
10637,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-23,940,2023-01
10637,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,940,2023-01
10637,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,940,2023-01
10637,30,Shrimp Fried Rice,Fried Rice,240,2023-01-23,940,2023-01
10638,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-23,630,2023-01
10638,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-23,630,2023-01
10638,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,630,2023-01
10638,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-23,630,2023-01
10639,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-23,830,2023-01
10639,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-23,830,2023-01
10639,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-23,830,2023-01
10640,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,890,2023-01
10640,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-23,890,2023-01
10640,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-23,890,2023-01
10640,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,890,2023-01
10641,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,450,2023-01
10641,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-23,450,2023-01
10641,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-23,450,2023-01
10641,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-23,450,2023-01
10642,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-23,600,2023-01
10642,30,Shrimp Fried Rice,Fried Rice,240,2023-01-23,600,2023-01
10642,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-23,600,2023-01
10642,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,600,2023-01
10643,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-23,730,2023-01
10643,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,730,2023-01
10643,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,730,2023-01
10643,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-23,730,2023-01
10644,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-23,140,2023-01
10644,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-23,140,2023-01
10645,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,300,2023-01
10645,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,300,2023-01
10645,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,300,2023-01
10646,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-23,420,2023-01
10646,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-23,420,2023-01
10646,84,Vegetarian Mushroom Buns,Buns,100,2023-01-23,420,2023-01
10647,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-24,990,2023-01
10647,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-24,990,2023-01
10647,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-24,990,2023-01
10647,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-24,990,2023-01
10648,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,390,2023-01
10648,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-24,390,2023-01
10648,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-24,390,2023-01
10649,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-24,840,2023-01
10649,83,Pork Buns,Buns,90,2023-01-24,840,2023-01
10649,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,840,2023-01
10649,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-24,840,2023-01
10649,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-24,840,2023-01
10650,83,Pork Buns,Buns,90,2023-01-24,1150,2023-01
10650,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-24,1150,2023-01
10650,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-24,1150,2023-01
10650,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-24,1150,2023-01
10650,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-24,1150,2023-01
10651,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-24,510,2023-01
10651,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-24,510,2023-01
10652,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-24,320,2023-01
10652,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-24,320,2023-01
10653,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,860,2023-01
10653,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-24,860,2023-01
10653,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-24,860,2023-01
10653,30,Shrimp Fried Rice,Fried Rice,240,2023-01-24,860,2023-01
10653,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-24,860,2023-01
10654,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,1080,2023-01
10654,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-24,1080,2023-01
10654,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-24,1080,2023-01
10654,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-24,1080,2023-01
10654,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,1080,2023-01
10655,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-24,1050,2023-01
10655,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-24,1050,2023-01
10655,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,1050,2023-01
10655,30,Shrimp Fried Rice,Fried Rice,240,2023-01-24,1050,2023-01
10655,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-24,1050,2023-01
10656,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-24,1260,2023-01
10656,30,Shrimp Fried Rice,Fried Rice,240,2023-01-24,1260,2023-01
10656,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-24,1260,2023-01
10656,30,Shrimp Fried Rice,Fried Rice,240,2023-01-24,1260,2023-01
10656,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-24,1260,2023-01
10657,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-24,780,2023-01
10657,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,780,2023-01
10657,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,780,2023-01
10657,83,Pork Buns,Buns,90,2023-01-24,780,2023-01
10657,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-24,780,2023-01
10658,677,Chicken Xiaolongbao,Xiaolongbao,230,2023-01-24,860,2023-01
10658,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-24,860,2023-01
10658,92,Steamed Chinese Style Layer Cake,Desserts,70,2023-01-24,860,2023-01
10658,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-24,860,2023-01
10659,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-24,1430,2023-01
10659,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-24,1430,2023-01
10659,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,1430,2023-01
10659,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-24,1430,2023-01
10659,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-24,1430,2023-01
10660,30,Shrimp Fried Rice,Fried Rice,240,2023-01-24,910,2023-01
10660,66,Pork Xiaolongbao,Xiaolongbao,220,2023-01-24,910,2023-01
10660,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,910,2023-01
10660,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,910,2023-01
10660,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,910,2023-01
10661,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,610,2023-01
10661,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,610,2023-01
10661,73,Steamed Vegetarian Mushroom Dumplings,Dumplings & Shao Mai,250,2023-01-24,610,2023-01
10661,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-24,610,2023-01
10661,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-24,610,2023-01
10662,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-24,820,2023-01
10662,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-24,820,2023-01
10662,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,820,2023-01
10663,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-24,730,2023-01
10663,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-24,730,2023-01
10663,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,730,2023-01
10664,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-24,1140,2023-01
10664,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,1140,2023-01
10664,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-24,1140,2023-01
10664,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,1140,2023-01
10664,29,Shrimp and Shredded Pork Fried Rice,Fried Rice,290,2023-01-24,1140,2023-01
10665,72,Steamed Shrimp and Pork Dumplings,Dumplings & Shao Mai,270,2023-01-24,460,2023-01
10665,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,460,2023-01
10666,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,170,2023-01
10666,97,Steamed Red Bean Rice Cake with Walnuts,Desserts,100,2023-01-24,170,2023-01
10667,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-24,660,2023-01
10667,31,Shredded Pork Fried Rice,Fried Rice,190,2023-01-24,660,2023-01
10667,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,660,2023-01
10668,67,Crab Roe and Pork Xiaolongbao,Xiaolongbao,370,2023-01-24,470,2023-01
10668,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,470,2023-01
10669,93,Steamed Red Bean Rick Cake,Desserts,70,2023-01-24,630,2023-01
10669,82,Vegetable and Ground Pork Buns,Buns,90,2023-01-24,630,2023-01
10669,71,Steamed Vegetable and Ground Pork Dumplings,Dumplings & Shao Mai,220,2023-01-24,630,2023-01
10669,74,Steamed Fish Dumplings,Dumplings & Shao Mai,250,2023-01-24,630,2023-01
10670,665,Green Squash and Shrimp Xiaolongbao,Xiaolongbao,340,2023-01-24,870,2023-01
10670,84,Vegetarian Mushroom Buns,Buns,100,2023-01-24,870,2023-01
